Source_Company,Source_Product_Line,Source_Paint_Name,Source_Paint_ID,Equivalent_Company,Equivalent_Product_Line,Equivalent_Paint_Name,Equivalent_Paint_ID,Match_Type,Similarity_Percent,Confidence,Source,Notes,Hex
Games Workshop,Citadel,Citadel,,Vallejo,Game Color,Skull White,,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Beaten Copper *,,Vallejo,Game Color,Hammered Copper,059,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,73372D
Games Workshop,Citadel,Beaten Copper *,,Vallejo,Model Color,Copper,999,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,73372D
Games Workshop,Citadel,Beaten Copper *,,Rackham,,Coppery Orange,9102,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,73372D
Games Workshop,Citadel,Tin Bitz,,Vallejo,Game Color,Tinny Tin,060,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,393121
Games Workshop,Citadel,Tin Bitz,,Vallejo,Model Color,Scorched Metal,9125,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,393121
Games Workshop,Citadel,Tin Bitz,,Rackham,,Magic Metal,113,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,393121
Games Workshop,Citadel,Black Ink *,,Vallejo,Game Color,Black Ink,94,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,000000
Games Workshop,Citadel,Dark Green Ink *,,Vallejo,Game Color,Green Ink,89,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,108473
Games Workshop,Citadel,Flesh Wash *,,Vallejo,Game Color,Ink Wash - Flesh,133,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,CE8C42
Games Workshop,Citadel,Purple Ink *,,Vallejo,Game Color,Violet Ink,87,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,513D3C
Games Workshop,Citadel,Adeptus Battlegrey,,Vallejo,Game Color,Heavy Grey,145,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,7C8286
Games Workshop,Citadel,Adeptus Battlegrey,,Vallejo,Model Color,Russian Uniform,924,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,7C8286
Games Workshop,Citadel,Adeptus Battlegrey,,Rackham,,Military Green,9176,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,7C8286
Games Workshop,Citadel,Astronomicon Grey,,Vallejo,Game Color,Heavy Bluegrey,144,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,96A5A9
Games Workshop,Citadel,Astronomicon Grey,,Vallejo,Model Color,Pale Blue Grey,905,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,96A5A9
Games Workshop,Citadel,Astronomicon Grey,,Rackham,,Weathered Stone,9087,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,96A5A9
Games Workshop,Citadel,Calthan Brown,,Vallejo,Game Color,Heavy Siena,154,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,6D5044
Games Workshop,Citadel,Calthan Brown,,Vallejo,Model Color,Flat Brown,984,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,6D5044
Games Workshop,Citadel,Calthan Brown,,Rackham,,Dark Highlight,9042,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,6D5044
Games Workshop,Citadel,Charadon Granite,,Vallejo,Game Color,Heavy Charcoal,155,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,4D4A4A
Games Workshop,Citadel,Charadon Granite,,Vallejo,Model Color,German Grey,995,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,4D4A4A
Games Workshop,Citadel,Charadon Granite,,Rackham,,Pure Black,9103,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,4D4A4A
Games Workshop,Citadel,Dheneb Stone,,Vallejo,Game Color,Heavy Warmgrey,148,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,B9ADA1
Games Workshop,Citadel,Dheneb Stone,,Vallejo,Model Color,Ruddy Leather,9109,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,B9ADA1
Games Workshop,Citadel,Gretchin Green,,Vallejo,Game Color,Heavy Khaki,149,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,6A6445
Games Workshop,Citadel,Gretchin Green,,Vallejo,Model Color,Middlestone,882,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,6A6445
Games Workshop,Citadel,Gretchin Green,,Rackham,,Worn Olive,9159,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,6A6445
Games Workshop,Citadel,Hormagaunt Purple,,Vallejo,Game Color,Heavy Violet,142,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,4F566C
Games Workshop,Citadel,Hormagaunt Purple,,Vallejo,Model Color,Violet,960,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,4F566C
Games Workshop,Citadel,Hormagaunt Purple,,Rackham,,Nightshade Purple,9022,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,4F566C
Games Workshop,Citadel,Iyanden Darksun,,Vallejo,Game Color,Heavy Goldbrown,151,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,9C8A53
Games Workshop,Citadel,Iyanden Darksun,,Vallejo,Model Color,Goldbrown,877,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,9C8A53
Games Workshop,Citadel,Iyanden Darksun,,Rackham,,Green Ochre,9128,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,9C8A53
Games Workshop,Citadel,Khemri Brown,,Vallejo,Game Color,Heavy Brown,153,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,705E48
Games Workshop,Citadel,Khemri Brown,,Vallejo,Model Color,Us Field Drab,873,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,705E48
Games Workshop,Citadel,Khemri Brown,,Rackham,,Woodstain Brown,9160,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,705E48
Games Workshop,Citadel,Knarloc Green,,Vallejo,Game Color,Heavy Green,146,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,434F38
Games Workshop,Citadel,Knarloc Green,,Vallejo,Model Color,Luftwaffe Ca. Green,823,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,434F38
Games Workshop,Citadel,Knarloc Green,,Rackham,,Olive Drab,9158,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,434F38
Games Workshop,Citadel,Macharius Solar Orange,,Vallejo,Game Color,Heavy Orange,152,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A4593D
Games Workshop,Citadel,Macharius Solar Orange,,Vallejo,Model Color,German Orange,805,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A4593D
Games Workshop,Citadel,Macharius Solar Orange,,Rackham,,Phoenix Red,9005,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A4593D
Games Workshop,Citadel,Mechrite Red,,Vallejo,Game Color,Heavy Red,141,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,793638
Games Workshop,Citadel,Mechrite Red,,Vallejo,Model Color,Red,926,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,793638
Games Workshop,Citadel,Mechrite Red,,Rackham,,Clotted Red,9134,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,793638
Games Workshop,Citadel,Mordian Blue,,Vallejo,Game Color,Heavy Blue,143,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,2D567C
Games Workshop,Citadel,Mordian Blue,,Vallejo,Model Color,Prussian Blue,965,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,2D567C
Games Workshop,Citadel,Mordian Blue,,Rackham,,Breonne Blue,9055,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,2D567C
Games Workshop,Citadel,Orkhide Shade,,Vallejo,Game Color,Heavy Blackgreen,147,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,384E49
Games Workshop,Citadel,Orkhide Shade,,Vallejo,Model Color,Black Green,980,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,384E49
Games Workshop,Citadel,Orkhide Shade,,Rackham,,Jungle Moss,9082,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,384E49
Games Workshop,Citadel,Tausept Ochre,,Vallejo,Game Color,Heavy Ochre,150,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,976F3C
Games Workshop,Citadel,Tausept Ochre,,Vallejo,Model Color,Ochre Brown,856,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,976F3C
Games Workshop,Citadel,Tausept Ochre,,Rackham,,Half Orc Highlight,9204,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,976F3C
Games Workshop,Citadel,Tallarn Flesh,,Vallejo,Game Color,Heavy Skintone,140,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,8D736C
Games Workshop,Citadel,Tallarn Flesh,,Vallejo,Model Color,Brown Sand,876,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,8D736C
Games Workshop,Citadel,Tallarn Flesh,,Rackham,,Leather Brown,9030,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,8D736C
Games Workshop,Citadel,Vintage,,Games Workshop,Old Citadel,Coats8,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Vintage,,Vallejo,Game Color,White Scar,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Vintage,,Vallejo,Model Color,Skull White 1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Vintage,,Rackham,,Arctic,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Vintage,,Reaper,Master Series,White,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Vintage,,Privateer Press,P3,Eternal White,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Vintage,,Coat D'arms,,,1,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Vintage,,Army Painter,,Pure White,9039,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Vintage,,Scale75,,Morrow white,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Vintage,,Two Thin Coats,,White,101,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Ceramite White,,Games Workshop,Old Citadel,Smelly Primer 1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Ceramite White,,Vallejo,Game Color,White Primer,002,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Ceramite White,,Vallejo,Model Color,Foundation White,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Ceramite White,,Rackham,,White,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Ceramite White,,Reaper,Master Series,Brush-on Primer,9108,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Ceramite White,,Privateer Press,P3,Morrow white,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Ceramite White,,Coat D'arms,,Grey Primer,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Ceramite White,,Army Painter,,,141,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Kislev flesh,,Games Workshop,Old Citadel,Pallid Flesh 1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,EEC8C7
Games Workshop,Citadel,Kislev flesh,,Vallejo,Game Color,Pale Flesh,003,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,EEC8C7
Games Workshop,Citadel,Kislev flesh,,Vallejo,Model Color,Light Flesh,928,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,EEC8C7
Games Workshop,Citadel,Kislev flesh,,Rackham,,,31,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,EEC8C7
Games Workshop,Citadel,Kislev flesh,,Reaper,Master Series,Rosy Highlight,9069,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,EEC8C7
Games Workshop,Citadel,Kislev flesh,,Privateer Press,P3,Ryn Flesh,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,EEC8C7
Games Workshop,Citadel,Kislev flesh,,Coat D'arms,,Flesh,213,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,EEC8C7
Games Workshop,Citadel,Kislev flesh,,Army Painter,,Kobold Skin,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,EEC8C7
Games Workshop,Citadel,Kislev flesh,,Scale75,,Pale Skin,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,EEC8C7
Games Workshop,Citadel,Kislev flesh,,Two Thin Coats,,Matt,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,EEC8C7
Games Workshop,Citadel,Bestigor Flesh,,Games Workshop,Old Citadel,Elf Flesh 1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,F7BD7B
Games Workshop,Citadel,Bestigor Flesh,,Vallejo,Game Color,Elf Skintone,004,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,F7BD7B
Games Workshop,Citadel,Bestigor Flesh,,Vallejo,Model Color,Flat Flesh,955,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,F7BD7B
Games Workshop,Citadel,Bestigor Flesh,,Rackham,,Rosy Highlight 2,9069,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,F7BD7B
Games Workshop,Citadel,Bestigor Flesh,,Reaper,Master Series,Elven Flesh,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,F7BD7B
Games Workshop,Citadel,Bestigor Flesh,,Privateer Press,P3,,123,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,F7BD7B
Games Workshop,Citadel,Dorn yellow 2,,Games Workshop,Old Citadel,Bad Moon,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFF700
Games Workshop,Citadel,Dorn yellow 2,,Vallejo,Game Color,Yellow 1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFF700
Games Workshop,Citadel,Dorn yellow 2,,Vallejo,Model Color,Bad Moon Yellow,005,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFF700
Games Workshop,Citadel,Dorn yellow 2,,Rackham,,Dusky Yellow,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFF700
Games Workshop,Citadel,Dorn yellow 2,,Reaper,Master Series,,146,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFF700
Games Workshop,Citadel,Flash Gitz Yellow,,Games Workshop,Old Citadel,Sunburst Yellow,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFE700
Games Workshop,Citadel,Flash Gitz Yellow,,Vallejo,Game Color,1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFE700
Games Workshop,Citadel,Flash Gitz Yellow,,Vallejo,Model Color,Sunblast Yellow,006,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFE700
Games Workshop,Citadel,Flash Gitz Yellow,,Rackham,,Yellow,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFE700
Games Workshop,Citadel,Flash Gitz Yellow,,Reaper,Master Series,IV-29 7,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFE700
Games Workshop,Citadel,Flash Gitz Yellow,,Privateer Press,P3,Lahn Yellow,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFE700
Games Workshop,Citadel,Flash Gitz Yellow,,Coat D'arms,,,40,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFE700
Games Workshop,Citadel,Flash Gitz Yellow,,Army Painter,,Sun Yellow,9008,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFE700
Games Workshop,Citadel,Flash Gitz Yellow,,Scale75,,Sun Yellow,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFE700
Games Workshop,Citadel,Flash Gitz Yellow,,Two Thin Coats,,,103,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFE700
Games Workshop,Citadel,Yriel Yellow,,Games Workshop,Old Citadel,Golden Yellow 1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFCE00
Games Workshop,Citadel,Yriel Yellow,,Vallejo,Game Color,Gold Yellow,007,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFCE00
Games Workshop,Citadel,Yriel Yellow,,Vallejo,Model Color,Golden Yellow,948,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFCE00
Games Workshop,Citadel,Yriel Yellow,,Rackham,,Marigold Yellow,9007,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFCE00
Games Workshop,Citadel,Yriel Yellow,,Reaper,Master Series,Heartfire,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFCE00
Games Workshop,Citadel,Yriel Yellow,,Privateer Press,P3,Golden Yellow,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFCE00
