Paint_ID,Company,Brand,Product_Line,Paint_Type,Paint_Name,Hex,RGB,Status,Source,Notes,Likely_Reason
AP_SPEEDPAINT_AZTEC_GOLD,Army Painter,Speedpaint,Speedpaint,Speedpaint Metallic,Aztec Gold,,,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred,Metallic / RGB less reliable
AP_FANATIC_ANCIENT_STONE,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Ancient Stone,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Wash/Shade/Ink / transparent color
AP_FANATIC_AQUA_ALCHEMY,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Aqua Alchemy,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_AUTUMN_SAGE,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Autumn Sage,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_BARON_BLUE,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Baron Blue,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_BASILISK_RED,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Basilisk Red,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_BLOOD_CHALICE,Army Painter,Warpaints Fanatic,Fanatic,Effect,Blood Chalice,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Effect paint / needs manual source
AP_FANATIC_BRIGHT_SAPPHIRE,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Bright Sapphire,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_BRUSH_ON_PRIMER,Army Painter,Warpaints Fanatic,Fanatic,Auxiliary,Brush-On Primer,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Primer / may need separate source
AP_FANATIC_DARK_SKIN_SHADE,Army Painter,Warpaints Fanatic,Fanatic,Wash/Shade,Dark Skin Shade,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Wash/Shade/Ink / transparent color
AP_FANATIC_DEATH_METAL,Army Painter,Warpaints Fanatic,Fanatic,Metallic,Death Metal,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Metallic / RGB less reliable
AP_FANATIC_DIVINER_LIGHT,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Diviner Light,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_DOOMFIRE_DRAB,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Doomfire Drab,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_ELDER_FLOWER,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Elder Flower,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_EMERALD_FOREST,Army Painter,Warpaints Fanatic,Fanatic,Metallic,Emerald Forest,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Metallic / RGB less reliable
AP_FANATIC_ENCHANTED_PINK,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Enchanted Pink,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_FLICKERING_FLAME,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Flickering Flame,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_FOREST_FAUN,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Forest Faun,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_FROST_BLUE,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Frost Blue,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_GEMSTONE_RED,Army Painter,Warpaints Fanatic,Fanatic,Metallic,Gemstone Red,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Metallic / RGB less reliable
AP_FANATIC_GLITTERING_GREEN,Army Painter,Warpaints Fanatic,Fanatic,Metallic,Glittering Green,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Metallic / RGB less reliable
AP_FANATIC_GLOSS_VARNISH,Army Painter,Warpaints Fanatic,Fanatic,Auxiliary,Gloss Varnish,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Varnish / no normal color value
AP_FANATIC_GREAT_HALL_GREY,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Great Hall Grey,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_GREY_CASTLE,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Grey Castle,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_GUARDIAN_GREEN,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Guardian Green,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_IMPISH_ROUGE,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Impish Rouge,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_JASPER_SKIN,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Jasper Skin,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_KRAKEN_LAVENDER,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Kraken Lavender,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_LEOPARD_STONE_SKIN,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Leopard Stone Skin,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Wash/Shade/Ink / transparent color
AP_FANATIC_LIGHT_TONE,Army Painter,Warpaints Fanatic,Fanatic,Wash/Shade,Light Tone,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Wash/Shade/Ink / transparent color
AP_FANATIC_MAGECAST_MAGENTA,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Magecast Magenta,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_MARINE_MIST,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Marine Mist,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_MATT_VARNISH,Army Painter,Warpaints Fanatic,Fanatic,Auxiliary,Matt Varnish,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Varnish / no normal color value
AP_FANATIC_MEDIEVAL_FOREST,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Medieval Forest,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_MOLTEN_LAVA,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Molten Lava,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_MOONSTONE_SKIN,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Moonstone Skin,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Wash/Shade/Ink / transparent color
AP_FANATIC_NEPTUNE_GLOW,Army Painter,Warpaints Fanatic,Fanatic,Effect,Neptune Glow,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Effect paint / needs manual source
AP_FANATIC_OIL_STAINS,Army Painter,Warpaints Fanatic,Fanatic,Effect,Oil Stains,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Effect paint / needs manual source
AP_FANATIC_OOZING_VOMIT,Army Painter,Warpaints Fanatic,Fanatic,Effect,Oozing Vomit,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Effect paint / needs manual source
AP_FANATIC_OPAL_SKIN,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Opal Skin,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_PHALANX_BLUE,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Phalanx Blue,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_PHARAOH_GUARD,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Pharaoh Guard,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_PINK_POTION,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Pink Potion,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_PLASMA_COIL_GLOW,Army Painter,Warpaints Fanatic,Fanatic,Effect,Plasma Coil Glow,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Effect paint / needs manual source
AP_FANATIC_PLATE_MAIL_METAL,Army Painter,Warpaints Fanatic,Fanatic,Metallic,Plate Mail Metal,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Metallic / RGB less reliable
AP_FANATIC_QUARTZ_SKIN,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Quartz Skin,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_RAGING_ROSE,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Raging Rose,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_RUBY_SKIN,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Ruby Skin,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_RUST_TONE,Army Painter,Warpaints Fanatic,Fanatic,Effect,Rust Tone,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Wash/Shade/Ink / transparent color
AP_FANATIC_SACRED_SCARLET,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Sacred Scarlet,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_SOFT_TONE,Army Painter,Warpaints Fanatic,Fanatic,Wash/Shade,Soft Tone,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Wash/Shade/Ink / transparent color
AP_FANATIC_STRATOS_BLUE,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Stratos Blue,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_STRONG_SKIN_SHADE,Army Painter,Warpaints Fanatic,Fanatic,Wash/Shade,Strong Skin Shade,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Wash/Shade/Ink / transparent color
AP_FANATIC_TOPAZ_SKIN,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Topaz Skin,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_WARPAINTS_RETARDER,Army Painter,Warpaints Fanatic,Fanatic,Auxiliary,Warpaints Retarder,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_WARPAINTS_STABILIZER,Army Painter,Warpaints Fanatic,Fanatic,Auxiliary,Warpaints Stabilizer,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_WASH_MEDIUM,Army Painter,Warpaints Fanatic,Fanatic,Wash/Shade,Wash Medium,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Medium / no pigment or special additive
AP_FANATIC_WILD_GREEN,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Wild Green,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
AP_FANATIC_WILTED_ROSE,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,Wilted Rose,,,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,Standard acrylic / should be enrichable
