Paint_ID,Company,Brand,Product_Line,Product_Line_Code,Paint_Code,Paint_Name,Normalized_Name,Hex,R,G,B,RGB,Paint_Type,Status,Source,Notes,Swatch,GW_Match_Name,GW_Match_Product_Line,GW_Match_Paint_ID,GW_Match_Hex,GW_Match_RGB,Comparison_Page,Match_Distance,Match_Confidence,GW_Match_Paint_ID,GW_Match_Name,GW_Match_Product_Line,GW_Match_Paint_Type,GW_Match_Hex,GW_Match_RGB,GW_RGB_Distance,Match_Confidence,GW_Match_Method
PA_PRO_ACRYL_TURQUOISE,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Turquoise,TURQUOISE,#329B8D,50,155,141,"50,155,141",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Temple Guard Blue (Layer), PDF p.13, confidence: High.",#329B8D,Temple Guard Blue,Layer,GW_LAYER_TEMPLE_GUARD_BLUE,#329B8D,"50,155,141",13,334.5,High,GW_LAYER_TEMPLE_GUARD_BLUE,Temple Guard Blue,Layer,Layer,#339A8D,"51,154,141",1.41,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DARK_SEA_BEN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Dark Sea Ben,DARK SEA BEN,#0C6A74,12,106,116,"12,106,116",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Sotek Green (Layer), PDF p.13, confidence: Low/manual audit.",#0C6A74,Sotek Green,Layer,GW_LAYER_SOTEK_GREEN,#0C6A74,"12,106,116",13,863.9,Low/manual audit,GW_LAYER_SOTEK_GREEN,Sotek Green,Layer,Layer,#0B6974,"11,105,116",1.41,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DARK_JADE,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Dark Jade,DARK JADE,#0C6A74,12,106,116,"12,106,116",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Sotek Green (Layer), PDF p.13, confidence: Low/manual audit.",#0C6A74,Sotek Green,Layer,GW_LAYER_SOTEK_GREEN,#0C6A74,"12,106,116",13,1037.1,Low/manual audit,GW_LAYER_SOTEK_GREEN,Sotek Green,Layer,Layer,#0B6974,"11,105,116",1.41,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BRIGHT_PALE_GREEN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Bright Pale Green,BRIGHT PALE GREEN,#028D66,2,141,102,"2,141,102",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Kabalite Green (Layer), PDF p.14, confidence: Medium.",#028D66,Kabalite Green,Layer,GW_LAYER_KABALITE_GREEN,#028D66,"2,141,102",14,518.5,Medium,GW_LAYER_KABALITE_GREEN,Kabalite Green,Layer,Layer,#038C67,"3,140,103",1.73,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BRIGHT_JADE,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Bright Jade,BRIGHT JADE,#028D66,2,141,102,"2,141,102",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Kabalite Green (Layer), PDF p.14, confidence: Low/manual audit.",#028D66,Kabalite Green,Layer,GW_LAYER_KABALITE_GREEN,#028D66,"2,141,102",14,1020,Low/manual audit,GW_LAYER_KABALITE_GREEN,Kabalite Green,Layer,Layer,#038C67,"3,140,103",1.73,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_JADE,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Jade,JADE,#00401E,0,64,30,"0,64,30",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Caliban Green (Base), PDF p.14, confidence: Low/manual audit.",#00401E,Caliban Green,Base,GW_BASE_CALIBAN_GREEN,#00401E,"0,64,30",14,1245.6,Low/manual audit,GW_BASE_CALIBAN_GREEN,Caliban Green,Base,Base,#00401F,"0,64,31",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DARK_EMERALD,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Dark Emerald,DARK EMERALD,#00401E,0,64,30,"0,64,30",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Caliban Green (Base), PDF p.14, confidence: Low/manual audit.",#00401E,Caliban Green,Base,GW_BASE_CALIBAN_GREEN,#00401E,"0,64,30",14,1245.6,Low/manual audit,GW_BASE_CALIBAN_GREEN,Caliban Green,Base,Base,#00401F,"0,64,31",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_GREEN_OXIDE,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Green Oxide,GREEN OXIDE,#84C2A9,132,194,169,"132,194,169",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Gauss Blaster Green (Layer), PDF p.14, confidence: Medium.",#84C2A9,Gauss Blaster Green,Layer,GW_LAYER_GAUSS_BLASTER_GREEN,#84C2A9,"132,194,169",14,530.9,Medium,GW_LAYER_GAUSS_BLASTER_GREEN,Gauss Blaster Green,Layer,Layer,#84C2A9,"132,194,169",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_GREEN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Green,GREEN,#00401E,0,64,30,"0,64,30",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Caliban Green (Base), PDF p.15, confidence: Low/manual audit.",#00401E,Caliban Green,Base,GW_BASE_CALIBAN_GREEN,#00401E,"0,64,30",15,1068.1,Low/manual audit,GW_BASE_CALIBAN_GREEN,Caliban Green,Base,Base,#00401F,"0,64,31",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BRIGHT_GREEN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Bright Green,BRIGHT GREEN,#52B246,82,178,70,"82,178,70",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Moot Green (Layer), PDF p.15, confidence: Low/manual audit.",#52B246,Moot Green,Layer,GW_LAYER_MOOT_GREEN,#52B246,"82,178,70",15,1369.5,Low/manual audit,GW_LAYER_MOOT_GREEN,Moot Green,Layer,Layer,#52B244,"82,178,68",2,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BLACK_GREEN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Black Green,BLACK GREEN,#00401E,0,64,30,"0,64,30",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Caliban Green (Base), PDF p.15, confidence: Medium.",#00401E,Caliban Green,Base,GW_BASE_CALIBAN_GREEN,#00401E,"0,64,30",15,400.9,Medium,GW_BASE_CALIBAN_GREEN,Caliban Green,Base,Base,#00401F,"0,64,31",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BRIGHT_YELLOW_GREEN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Bright Yellow Green,BRIGHT YELLOW GREEN,#00401E,0,64,30,"0,64,30",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Caliban Green (Base), PDF p.15, confidence: High.",#00401E,Caliban Green,Base,GW_BASE_CALIBAN_GREEN,#00401E,"0,64,30",15,380.5,High,GW_BASE_CALIBAN_GREEN,Caliban Green,Base,Base,#00401F,"0,64,31",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_FADED_GREEN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Faded Green,FADED GREEN,#5F936F,95,147,111,"95,147,111",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Skarsnik Green (Layer), PDF p.16, confidence: Medium.",#5F936F,Skarsnik Green,Layer,GW_LAYER_SKARSNIK_GREEN,#5F936F,"95,147,111",16,501.4,Medium,GW_LAYER_SKARSNIK_GREEN,Skarsnik Green,Layer,Layer,#5F9370,"95,147,112",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_YELLOW_GREEN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Yellow Green,YELLOW GREEN,#849B63,132,155,99,"132,155,99",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Nurgling Green (Dry), PDF p.16, confidence: Medium.",#849B63,Nurgling Green,Dry,GW_DRY_NURGLING_GREEN,#849B63,"132,155,99",16,656.3,Medium,GW_LAYER_NURGLING_GREEN,Nurgling Green,Layer,Layer,#849B63,"132,155,99",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_CAMO_GREEN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Camo Green,CAMO GREEN,#51702D,81,112,45,"81,112,45",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Loren Forest (Layer), PDF p.16, confidence: High.",#51702D,Loren Forest,Layer,GW_LAYER_LOREN_FOREST,#51702D,"81,112,45",16,330,High,GW_LAYER_LOREN_FOREST,Loren Forest,Layer,Layer,#50702D,"80,112,45",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_KHAKI,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Khaki,KHAKI,#9EA94B,158,169,75,"158,169,75",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Ogryn Camo (Layer), PDF p.17, confidence: Low/manual audit.",#9EA94B,Ogryn Camo,Layer,GW_LAYER_OGRYN_CAMO,#9EA94B,"158,169,75",17,1037.1,Low/manual audit,GW_LAYER_OGRYN_CAMO,Ogryn Camo,Layer,Layer,#9DA94B,"157,169,75",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DARK_YELLOW_GREEN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Dark Yellow Green,DARK YELLOW GREEN,#758E3A,117,142,58,"117,142,58",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Elysian Green (Layer), PDF p.17, confidence: High.",#758E3A,Elysian Green,Layer,GW_LAYER_ELYSIAN_GREEN,#758E3A,"117,142,58",17,334.5,High,GW_LAYER_ELYSIAN_GREEN,Elysian Green,Layer,Layer,#748F39,"116,143,57",1.73,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DARK_CAMO_GREEN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Dark Camo Green,DARK CAMO GREEN,#9EA94B,158,169,75,"158,169,75",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Ogryn Camo (Layer), PDF p.17, confidence: High.",#9EA94B,Ogryn Camo,Layer,GW_LAYER_OGRYN_CAMO,#9EA94B,"158,169,75",17,381.5,High,GW_LAYER_OGRYN_CAMO,Ogryn Camo,Layer,Layer,#9DA94B,"157,169,75",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_IVORY,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Ivory,IVORY,#CDCEBE,205,206,190,"205,206,190",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Pallid Wych Flesh (Layer), PDF p.18, confidence: High.",#CDCEBE,Pallid Wych Flesh,Layer,GW_LAYER_PALLID_WYCH_FLESH,#CDCEBE,"205,206,190",18,326.6,High,GW_LAYER_PALLID_WYCH_FLESH,Pallid Wych Flesh,Layer,Layer,#CDCEBE,"205,206,190",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BRIGHT_IVORY,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Bright Ivory,BRIGHT IVORY,#CDCEBE,205,206,190,"205,206,190",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Pallid Wych Flesh (Layer), PDF p.18, confidence: Low/manual audit.",#CDCEBE,Pallid Wych Flesh,Layer,GW_LAYER_PALLID_WYCH_FLESH,#CDCEBE,"205,206,190",18,1354.9,Low/manual audit,GW_LAYER_PALLID_WYCH_FLESH,Pallid Wych Flesh,Layer,Layer,#CDCEBE,"205,206,190",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_HEAVY_WARM_WHITE_SATIN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Heavy Warm White (satin),HEAVY WARM WHITE (SATIN),#D4D3A3,212,211,163,"212,211,163",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Screaming Skull (Layer), PDF p.18, confidence: Medium.",#D4D3A3,Screaming Skull,Layer,GW_LAYER_SCREAMING_SKULL,#D4D3A3,"212,211,163",18,400.5,Medium,GW_LAYER_SCREAMING_SKULL,Screaming Skull,Layer,Layer,#D2D4A2,"210,212,162",2.45,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DARK_IVORY,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Dark Ivory,DARK IVORY,#CDCEBE,205,206,190,"205,206,190",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Pallid Wych Flesh (Layer), PDF p.18, confidence: Medium.",#CDCEBE,Pallid Wych Flesh,Layer,GW_LAYER_PALLID_WYCH_FLESH,#CDCEBE,"205,206,190",18,656.3,Medium,GW_LAYER_PALLID_WYCH_FLESH,Pallid Wych Flesh,Layer,Layer,#CDCEBE,"205,206,190",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BONE_SATIN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Bone (satin),BONE (SATIN),#A29E92,162,158,146,"162,158,146",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Rakarth Flesh (Base), PDF p.18, confidence: High.",#A29E92,Rakarth Flesh,Base,GW_BASE_RAKARTH_FLESH,#A29E92,"162,158,146",18,330,High,GW_BASE_RAKARTH_FLESH,Rakarth Flesh,Base,Base,#A29E91,"162,158,145",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_OLIVE_FLESH,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Olive Flesh,OLIVE FLESH,#CBB48B,203,180,139,"203,180,139",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Flayed One Flesh (Layer), PDF p.21, confidence: Medium.",#CBB48B,Flayed One Flesh,Layer,GW_LAYER_FLAYED_ONE_FLESH,#CBB48B,"203,180,139",21,664.3,Medium,GW_LAYER_LIBERATOR_GOLD,Liberator Gold,Layer,Layer,#D3B587,"211,181,135",9,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BRIGHT_YELLOW_OCHRE,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Bright Yellow Ochre,BRIGHT YELLOW OCHRE,#8B5910,139,89,16,"139,89,16",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Balor Brown (Layer), PDF p.19, confidence: Low/manual audit.",#8B5910,Balor Brown,Layer,GW_LAYER_BALOR_BROWN,#8B5910,"139,89,16",19,765.8,Low/manual audit,GW_LAYER_BALOR_BROWN,Balor Brown,Layer,Layer,#8B5910,"139,89,16",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_YELLOW_OCHRE,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Yellow Ochre,YELLOW OCHRE,#DCA026,220,160,38,"220,160,38",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Zamesi Desert (Layer), PDF p.19, confidence: Low/manual audit.",#DCA026,Zamesi Desert,Layer,GW_LAYER_ZAMESI_DESERT,#DCA026,"220,160,38",19,883,Low/manual audit,GW_LAYER_ZAMESI_DESERT,Zamesi Desert,Layer,Layer,#DDA026,"221,160,38",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DARK_GREEN_BROWN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Dark Green Brown,DARK GREEN BROWN,#72481E,114,72,30,"114,72,30",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: XV-88 (Base), PDF p.19, confidence: Low/manual audit.",#72481E,XV-88,Base,GW_BASE_XV_88,#72481E,"114,72,30",19,778.1,Low/manual audit,GW_BASE_XV_88,XV-88,Base,Base,#72491E,"114,73,30",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DARK_GOLDEN_BROWN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Dark Golden Brown,DARK GOLDEN BROWN,#72481E,114,72,30,"114,72,30",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: XV-88 (Base), PDF p.19, confidence: Medium.",#72481E,XV-88,Base,GW_BASE_XV_88,#72481E,"114,72,30",19,530.5,Medium,GW_BASE_XV_88,XV-88,Base,Base,#72491E,"114,73,30",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DRAB_BROWN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Drab Brown,DRAB BROWN,#72481E,114,72,30,"114,72,30",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: XV-88 (Base), PDF p.19, confidence: Low/manual audit.",#72481E,XV-88,Base,GW_BASE_XV_88,#72481E,"114,72,30",19,864.2,Low/manual audit,GW_BASE_XV_88,XV-88,Base,Base,#72491E,"114,73,30",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_CARAMEL_BROWN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Caramel Brown,CARAMEL BROWN,#72481E,114,72,30,"114,72,30",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: XV-88 (Base), PDF p.19, confidence: Medium.",#72481E,XV-88,Base,GW_BASE_XV_88,#72481E,"114,72,30",19,654.2,Medium,GW_BASE_XV_88,XV-88,Base,Base,#72491E,"114,73,30",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_RED_OXIDE,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Red Oxide,RED OXIDE,#B36853,179,104,83,"179,104,83",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Deathclaw Brown (Layer), PDF p.20, confidence: Medium.",#B36853,Deathclaw Brown,Layer,GW_LAYER_DEATHCLAW_BROWN,#B36853,"179,104,83",20,419,Medium,GW_LAYER_DEATHCLAW_BROWN,Deathclaw Brown,Layer,Layer,#B36853,"179,104,83",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DARK_FLESH,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Dark Flesh,DARK FLESH,#904A0F,144,74,15,"144,74,15",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Skrag Brown (Layer), PDF p.20, confidence: Low/manual audit.",#904A0F,Skrag Brown,Layer,GW_LAYER_SKRAG_BROWN,#904A0F,"144,74,15",20,800,Low/manual audit,GW_LAYER_SKRAG_BROWN,Skrag Brown,Layer,Layer,#90490F,"144,73,15",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
