paint_id,brand,paint_name,paint_type,color_family,triad_family,hex,status,source_group,source_column,source_row,notes
citadel_layer_moot_green,Citadel,Moot Green,Layer,Green,Vibrant Greens,#52B246,Active,Layer Paint Name,D,22,Army Painter triad via conversion match: Leafy Green
citadel_layer_nurgling_green,Citadel,Nurgling Green,Layer,Green,Olive Greens,#849B63,Active,Layer Paint Name,D,23,Army Painter triad via conversion match: Necrotic Flesh
citadel_layer_ogryn_camo,Citadel,Ogryn Camo,Layer,Green,Desaturated Cool Greens,#9EA94B,Active,Layer Paint Name,D,24,Army Painter triad via conversion match: Mossy Green
citadel_layer_pallid_wych_flesh,Citadel,Pallid Wych Flesh,Layer,Brown,Warm Greys & White,#CDCEBE,Active,Layer Paint Name,D,25,Army Painter triad via conversion match: Brainmatter Beige
citadel_layer_phalanx_yellow,Citadel,Phalanx Yellow,Layer,Yellow,Yellows,,Active,Layer Paint Name,D,26,Army Painter triad via conversion match: Warped Yellow
citadel_layer_pink_horror,Citadel,Pink Horror,Layer,Pink,Pinks,#91305D,Active,Layer Paint Name,D,27,Army Painter triad via conversion match: Wicked Pink
citadel_layer_runefang_steel,Citadel,Runefang Steel,Layer,Silver,Metals - Silver,#C6CBD0,Active,Layer Paint Name,D,28,Army Painter triad via conversion match: Shining Silver
citadel_layer_russ_grey,Citadel,Russ Grey,Layer,Black and Grey,Desaturated Blue-Greys,#547588,Active,Layer Paint Name,D,29,Army Painter triad via conversion match: Wolf Grey
citadel_layer_screaming_skull,Citadel,Screaming Skull,Layer,Brown,Light Neutrals,#D4D3A3,Active,Layer Paint Name,D,30,Army Painter triad via conversion match: Bony Spikes
citadel_layer_skarsnik_green,Citadel,Skarsnik Green,Layer,Green,Desaturated Cool Greens,#5F936F,Active,Layer Paint Name,D,31,Army Painter triad via conversion match: Patagon Pine
citadel_layer_skavenblight_dinge,Citadel,Skavenblight Dinge,Layer,Black and Grey,,#48413B,Active,Layer Paint Name,D,32,
citadel_layer_skrag_brown,Citadel,Skrag Brown,Layer,Brown,,#904A0F,Active,Layer Paint Name,D,33,
citadel_layer_skullcrusher_brass,Citadel,Skullcrusher Brass,Layer,Brass,,#E9C58B,Active,Layer Paint Name,E,3,
citadel_layer_slaanesh_grey,Citadel,Slaanesh Grey,Layer,Black and Grey,,#8E8C97,Active,Layer Paint Name,E,4,
citadel_layer_sons_of_horus_green,Citadel,Sons of Horus Green,Layer,Green,Desaturated Cool Greens,,Active,Layer Paint Name,E,5,Army Painter triad via conversion match: Evergreen Fog
citadel_layer_sotek_green,Citadel,Sotek Green,Layer,Blue-Green,Turquoises,#0C6A74,Active,Layer Paint Name,E,6,Army Painter triad via conversion match: Deep Azure
citadel_layer_squig_orange,Citadel,Squig Orange,Layer,Orange,Oranges,#A94F44,Active,Layer Paint Name,E,7,Army Painter triad via conversion match: Flickering Flame
citadel_layer_stormhost_silver,Citadel,Stormhost Silver,Layer,Silver,Metals - Silver,#D1D2D4,Active,Layer Paint Name,E,8,Army Painter triad via conversion match: Mithril
citadel_layer_stormvermin_fur,Citadel,Stormvermin Fur,Layer,Brown,Light Neutrals,#736C66,Active,Layer Paint Name,E,9,Army Painter triad via conversion match: Dusty Skull
citadel_layer_straken_green,Citadel,Straken Green,Layer,Green,Olive Greens,#628026,Active,Layer Paint Name,E,10,Army Painter triad via conversion match: Olive Drab
citadel_layer_sybarite_green,Citadel,Sybarite Green,Layer,Green,Teals,#30A66C,Active,Layer Paint Name,E,11,Army Painter triad via conversion match: Pharaoh Guard
citadel_layer_sycorax_bronze,Citadel,Sycorax Bronze,Layer,Bronze,Metals - Brass,#CBB394,Active,Layer Paint Name,E,12,Army Painter triad via conversion match: Evil Chrome
citadel_layer_tallarn_sand,Citadel,Tallarn Sand,Layer,Brown,Ochres & Tans,#A67610,Active,Layer Paint Name,E,13,Army Painter triad via conversion match: Prairie Ochre
citadel_layer_tau_light_ochre,Citadel,Tau Light Ochre,Layer,Brown,Yellows,#BF6E1D,Active,Layer Paint Name,E,14,Army Painter triad via conversion match: Demigod Flames
citadel_layer_teclis_blue,Citadel,Teclis Blue,Layer,Blue,Vivid Blues,#317FC1,Active,Layer Paint Name,E,15,Army Painter triad via conversion match: Crystal Blue
citadel_layer_temple_guard_blue,Citadel,Temple Guard Blue,Layer,Blue-Green,Turquoises,#329B8D,Active,Layer Paint Name,E,16,Army Painter triad via conversion match: Marine Mist
citadel_layer_thunderhawk_blue,Citadel,Thunderhawk Blue,Layer,Blue-Green,,#417175,Active,Layer Paint Name,E,17,
citadel_layer_troll_slayer_orange,Citadel,Troll Slayer Orange,Layer,Orange,Oranges,#F46C2E,Active,Layer Paint Name,E,18,Army Painter triad via conversion match: Burning Ore
citadel_layer_tuskgor_fur,Citadel,Tuskgor Fur,Layer,Brown,,#883736,Active,Layer Paint Name,E,19,
citadel_layer_ulthuan_grey,Citadel,Ulthuan Grey,Layer,Black and Grey,Black & Greys,#C7E0DA,Active,Layer Paint Name,E,20,Army Painter triad via conversion match: Company Grey
citadel_layer_ungor_flesh,Citadel,Ungor Flesh,Layer,Brown,Ochres & Tans,#D7A767,Active,Layer Paint Name,E,21,Army Painter triad via conversion match: Barren Dune
citadel_layer_ushabti_bone,Citadel,Ushabti Bone,Layer,Brown,Light Neutrals,#BCBC80,Active,Layer Paint Name,E,22,Army Painter triad via conversion match: Skeleton Bone
citadel_layer_vulkan_green,Citadel,Vulkan Green,Layer,Green,,,Active,Layer Paint Name,E,23,
citadel_layer_warboss_green,Citadel,Warboss Green,Layer,Blue-Green,Deep Greens,#3E7F5D,Active,Layer Paint Name,E,24,Army Painter triad via conversion match: Eternal Hunt
citadel_layer_warpfiend_grey,Citadel,Warpfiend Grey,Layer,Black and Grey,,#6C6A75,Active,Layer Paint Name,E,25,
citadel_layer_warpstone_glow,Citadel,Warpstone Glow,Layer,Green,Deep Greens,#1E7332,Active,Layer Paint Name,E,26,Army Painter triad via conversion match: Greenskin
citadel_layer_wazdakka_red,Citadel,Wazdakka Red,Layer,Red,Cool Reds,#8C0A0C,Active,Layer Paint Name,E,27,Army Painter triad via conversion match: Wyvern Fury
citadel_layer_white_scar,Citadel,White Scar,Layer,White,Warm Greys & White,#FFFFFF,Active,Layer Paint Name,E,28,Army Painter triad via conversion match: Matt White
citadel_layer_wild_rider_red,Citadel,Wild Rider Red,Layer,Red,Warm Reds,#EB2E28,Active,Layer Paint Name,E,29,Army Painter triad via conversion match: Angelic Red
citadel_layer_word_bearers_red,Citadel,Word Bearers Red,Layer,Red,Cool Reds,,Active,Layer Paint Name,E,30,Army Painter triad via conversion match: Basilisk Red
citadel_layer_xereus_purple,Citadel,Xereus Purple,Layer,Purple,Magentas,#471F5E,Active,Layer Paint Name,E,31,Army Painter triad via conversion match: Warlock Magenta
citadel_layer_yriel_yellow,Citadel,Yriel Yellow,Layer,Yellow,Oranges,#FFDB01,Active,Layer Paint Name,E,32,Army Painter triad via conversion match: Glowing Inferno
citadel_layer_zamesi_desert,Citadel,Zamesi Desert,Layer,Brown,Ochres & Tans,#DCA026,Active,Layer Paint Name,E,33,Army Painter triad via conversion match: Burnt Turf
citadel_shade_agrax_earthshade,Citadel,Agrax Earthshade,Shade,Brown,Metallics & Effects,#5A543C,Active,Shade Paints Name,H,3,Army Painter triad via conversion match: Strong Tone
citadel_shade_athonian_camoshade,Citadel,Athonian Camoshade,Shade,Green,Metallics & Effects,#798C3D,Active,Shade Paints Name,H,4,Army Painter triad via conversion match: Military Shade
citadel_shade_berserker_bloodshade,Citadel,Berserker Bloodshade,Shade,Red,Metallics & Effects,,Active,Shade Paints Name,H,5,Army Painter triad via conversion match: Dark Red Tone
citadel_shade_biel_tan_green,Citadel,Biel-Tan Green,Shade,Green,Metallics & Effects,#479259,Active,Shade Paints Name,H,6,Army Painter triad via conversion match: Green Tone
citadel_shade_carroburg_crimson,Citadel,Carroburg Crimson,Shade,Red,Metallics & Effects,#9A4073,Active,Shade Paints Name,H,7,Army Painter triad via conversion match: Magenta Tone
citadel_shade_casandora_yellow,Citadel,Casandora Yellow,Shade,Yellow,,#F1CB4E,Active,Shade Paints Name,H,8,
citadel_shade_coelia_greenshade,Citadel,Coelia Greenshade,Shade,Blue-Green,Metallics & Effects,#4A7F79,Active,Shade Paints Name,H,9,Army Painter triad via conversion match: Green Tone
citadel_shade_cryptek_armourshade_gloss,Citadel,Cryptek Armourshade Gloss,Shade,Brown,,,Active,Shade Paints Name,H,10,
citadel_shade_drakenhof_nightshade,Citadel,Drakenhof Nightshade,Shade,Blue,Metallics & Effects,#3B5997,Active,Shade Paints Name,H,11,Army Painter triad via conversion match: Dark Blue Tone
citadel_shade_druchii_violet,Citadel,Druchii Violet,Shade,Purple,Metallics & Effects,#6A397B,Active,Shade Paints Name,H,12,Army Painter triad via conversion match: Purple Tone
citadel_shade_fuegan_orange,Citadel,Fuegan Orange,Shade,Orange,Metallics & Effects,#AD6E38,Active,Shade Paints Name,H,13,Army Painter triad via conversion match: Orange Tone
citadel_shade_kroak_green,Citadel,Kroak Green,Shade,Green,,,Active,Shade Paints Name,H,14,
citadel_shade_mortarion_grime,Citadel,Mortarion Grime,Shade,Brown,,,Active,Shade Paints Name,H,15,
citadel_shade_nuln_oil,Citadel,Nuln Oil,Shade,Black and Grey,Metallics & Effects,#151203,Active,Shade Paints Name,H,16,Army Painter triad via conversion match: Dark Tone
citadel_shade_poxwalker,Citadel,Poxwalker,Shade,Green,,,Active,Shade Paints Name,H,17,
citadel_shade_reikland_fleshshade,Citadel,Reikland Fleshshade,Shade,Brown,Metallics & Effects,#A34529,Active,Shade Paints Name,H,18,Army Painter triad via conversion match: Strong Skin Shade
citadel_shade_seraphim_sepia,Citadel,Seraphim Sepia,Shade,Brown,Metallics & Effects,#BF793E,Active,Shade Paints Name,H,19,Army Painter triad via conversion match: Soft Tone
citadel_shade_soulblight_grey,Citadel,Soulblight Grey,Shade,Black and Grey,,,Active,Shade Paints Name,H,20,
citadel_shade_targor_rageshade,Citadel,Targor Rageshade,Shade,Red,Metallics & Effects,,Active,Shade Paints Name,H,21,Army Painter triad via conversion match: Dark Skin Shade
citadel_shade_tyran_blue,Citadel,Tyran Blue,Shade,Blue,Metallics & Effects,,Active,Shade Paints Name,H,22,Army Painter triad via conversion match: Blue Tone
citadel_technical_agrellan_badland,Citadel,Agrellan Badland,Technical,Brown,,#A17359,Active,Technical Paint Name,I,3,
citadel_technical_agrellan_earth,Citadel,Agrellan Earth,Technical,Brown,,#92816D,Active,Technical Paint Name,I,4,
citadel_technical_ardcoat,Citadel,Ardcoat,Technical,,,,Active,Technical Paint Name,I,5,
citadel_technical_armageddon_dunes,Citadel,Armageddon Dunes,Technical,Tan,,#FCAF09,Discontinued,Discontinued Technical,I,26,Listed under discontinued technical section; Source suffix D
citadel_technical_armageddon_dust,Citadel,Armageddon Dust,Technical,Tan,,#CBAD0D,Active,Technical Paint Name,I,6,
citadel_technical_armageddon_dust_2,Citadel,Armageddon Dust,Technical,Tan,,#CBAD0D,Reformulated,Discontinued Texture/Reformulated,H,25,Listed under discontinued/reformulated texture section; Source suffix RFT
citadel_technical_astrogranite,Citadel,Astrogranite,Technical,Black and Grey,,#787878,Active,Technical Paint Name,I,7,
citadel_technical_astrogranite_2,Citadel,Astrogranite,Technical,Black and Grey,,#787878,Reformulated,Discontinued Texture/Reformulated,H,26,Listed under discontinued/reformulated texture section; Source suffix RFT
citadel_technical_astrogranite_debris,Citadel,Astrogranite Debris,Technical,Black and Grey,,#77726E,Discontinued,Discontinued Technical,I,27,Listed under discontinued technical section; Source suffix D
citadel_technical_blackfire_earth,Citadel,Blackfire Earth,Technical,Brown,,#F8902F,Discontinued Texture,Discontinued Texture/Reformulated,H,27,Listed under discontinued/reformulated texture section; Source suffix DTX
citadel_technical_blood_for_the_blood_god,Citadel,Blood For The Blood God,Technical,Red,,#581011,Active,Technical Paint Name,I,8,
citadel_technical_contrast_medium,Citadel,Contrast Medium,Technical,,,,Active,Technical Paint Name,I,9,
citadel_contrast_hexwraith_flame,Citadel,Contrast Medium,Contrast,Green,,#00AA5C,Active,Contrast Paint Name,K,,
citadel_technical_hexwraith_flame,Citadel,Hexwraith Flame,Contrast,Green,,#00AA5C,Reformulated,Technical Paint Name,I,10,Formerly Technical; current Citadel classification is Contrast.
citadel_technical_lahmian_medium,Citadel,Lahmian Medium,Technical,,,,Active,Technical Paint Name,I,11,
citadel_technical_lustrian_undergrowth,Citadel,Lustrian Undergrowth,Technical,Green,,#709811,Discontinued Texture,Discontinued Texture/Reformulated,H,28,Listed under discontinued/reformulated texture section; Source suffix DTX
citadel_technical_martian_ironcrust,Citadel,Martian Ironcrust,Technical,Red,,#F5945D,Active,Technical Paint Name,I,12,
citadel_technical_martian_ironearth,Citadel,Martian Ironearth,Technical,Red,,#935442,Discontinued,Discontinued Technical,I,28,Listed under discontinued technical section; Source suffix D
citadel_technical_mordant_earth,Citadel,Mordant Earth,Technical,Brown,,,Active,Technical Paint Name,I,13,
citadel_technical_mourn_mountian_snow,Citadel,Mourn Mountian Snow,Technical,White,,,Discontinued Texture,Discontinued Texture/Reformulated,H,29,Listed under discontinued/reformulated texture section; Source suffix DTX
citadel_technical_nihilakh_oxide,Citadel,Nihilakh Oxide,Technical,Green,,#85B59D,Active,Technical Paint Name,I,14,
citadel_technical_nurgles_rot,Citadel,Nurgles Rot,Technical,Green,,,Active,Technical Paint Name,I,15,
citadel_technical_soulstone_blue,Citadel,Soulstone Blue,Technical,Blue,,#294C86,Active,Technical Paint Name,I,16,
citadel_technical_spiritstone_red,Citadel,Spiritstone Red,Technical,Red,,#FD5D3D,Active,Technical Paint Name,I,17,
citadel_technical_stirland_battlemire,Citadel,Stirland Battlemire,Technical,Brown,,#321905,Discontinued,Discontinued Technical,I,29,Listed under discontinued technical section; Source suffix D
citadel_technical_stirland_battlemire_2,Citadel,Stirland Battlemire,Technical,Brown,,#321905,Discontinued Texture,Discontinued Texture/Reformulated,H,30,Listed under discontinued/reformulated texture section; Source suffix DT
citadel_technical_stirland_battlemire_3,Citadel,Stirland Battlemire,Technical,Brown,,#321905,Reformulated,Discontinued Texture/Reformulated,H,31,Listed under discontinued/reformulated texture section; Source suffix RFT
citadel_technical_stirland_mud,Citadel,Stirland Mud,Technical,Brown,,#473300,Active,Technical Paint Name,I,18,
citadel_technical_stirland_mud_2,Citadel,Stirland Mud,Technical,Brown,,#473300,Reformulated,Discontinued Texture/Reformulated,H,32,Listed under discontinued/reformulated texture section; Source suffix RFT
citadel_technical_stormshield,Citadel,Stormshield,Technical,,,,Active,Technical Paint Name,I,19,
citadel_technical_tesseract_glow,Citadel,Tesseract Glow,Technical,Green,,,Active,Technical Paint Name,I,20,
citadel_technical_typhus_corrosion,Citadel,Typhus Corrosion,Technical,Brown,,#453F31,Active,Technical Paint Name,I,21,
citadel_technical_valhallan_blizzard,Citadel,Valhallan Blizzard,Technical,White,,#FDF9EE,Active,Technical Paint Name,I,22,
citadel_technical_waystone_green,Citadel,Waystone Green,Technical,Blue-Green,,#018675,Active,Technical Paint Name,I,23,
army_painter_fanatic_ash_grey,Army Painter,Ash Grey,Warpaints Fanatic,Black and Grey,Black & Greys,#A2A5A4,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_brigade_grey,Army Painter,Brigade Grey,Warpaints Fanatic,Black and Grey,Black & Greys,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_company_grey,Army Painter,Company Grey,Warpaints Fanatic,Black and Grey,Black & Greys,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_deep_grey,Army Painter,Deep Grey,Warpaints Fanatic,Black and Grey,Black & Greys,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_matt_black,Army Painter,Matt Black,Warpaints Fanatic,Black and Grey,Black & Greys,#231F20,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_uniform_grey,Army Painter,Uniform Grey,Warpaints Fanatic,Black and Grey,Black & Greys,#5E6A73,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_brainmatter_beige,Army Painter,Brainmatter Beige,Warpaints Fanatic,White,Warm Greys & White,#F1F0E0,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_gargoyle_grey,Army Painter,Gargoyle Grey,Warpaints Fanatic,White,Warm Greys & White,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_great_hall_grey,Army Painter,Great Hall Grey,Warpaints Fanatic,White,Warm Greys & White,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_grey_castle,Army Painter,Grey Castle,Warpaints Fanatic,White,Warm Greys & White,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_matt_white,Army Painter,Matt White,Warpaints Fanatic,White,Warm Greys & White,#FFFFFF,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_worn_stone,Army Painter,Worn Stone,Warpaints Fanatic,White,Warm Greys & White,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_night_sky,Army Painter,Night Sky,Warpaints Fanatic,Blue,Desaturated Blue-Greys,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_runic_cobalt,Army Painter,Runic Cobalt,Warpaints Fanatic,Blue,Desaturated Blue-Greys,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_stratos_blue,Army Painter,Stratos Blue,Warpaints Fanatic,Blue,Desaturated Blue-Greys,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_thunderous_blue,Army Painter,Thunderous Blue,Warpaints Fanatic,Blue,Desaturated Blue-Greys,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_wolf_grey,Army Painter,Wolf Grey,Warpaints Fanatic,Blue,Desaturated Blue-Greys,#5B8093,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_alpha_blue,Army Painter,Alpha Blue,Warpaints Fanatic,Blue,Strong Pale Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_augur_blue,Army Painter,Augur Blue,Warpaints Fanatic,Blue,Strong Pale Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_baron_blue,Army Painter,Baron Blue,Warpaints Fanatic,Blue,Strong Pale Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_frost_blue,Army Painter,Frost Blue,Warpaints Fanatic,Blue,Strong Pale Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_gothic_blue,Army Painter,Gothic Blue,Warpaints Fanatic,Blue,Strong Pale Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_triumphant_navy,Army Painter,Triumphant Navy,Warpaints Fanatic,Blue,Strong Pale Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_ultramarine_blue,Army Painter,Ultramarine Blue,Warpaints Fanatic,Blue,Strong Pale Blues,#0F4E85,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_arctic_gem,Army Painter,Arctic Gem,Warpaints Fanatic,Blue,Vivid Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_bright_sapphire,Army Painter,Bright Sapphire,Warpaints Fanatic,Blue,Vivid Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_crystal_blue,Army Painter,Crystal Blue,Warpaints Fanatic,Blue,Vivid Blues,#0083C2,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_imperial_navy,Army Painter,Imperial Navy,Warpaints Fanatic,Blue,Vivid Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_regal_blue,Army Painter,Regal Blue,Warpaints Fanatic,Blue,Vivid Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_royal_blue,Army Painter,Royal Blue,Warpaints Fanatic,Blue,Vivid Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_abyssal_blue,Army Painter,Abyssal Blue,Warpaints Fanatic,Blue-Green,Deep Green-Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_aegis_aqua,Army Painter,Aegis Aqua,Warpaints Fanatic,Blue-Green,Deep Green-Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_deep_ocean_blue,Army Painter,Deep Ocean Blue,Warpaints Fanatic,Blue-Green,Deep Green-Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_phalanx_blue,Army Painter,Phalanx Blue,Warpaints Fanatic,Blue-Green,Deep Green-Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_shieldwall_blue,Army Painter,Shieldwall Blue,Warpaints Fanatic,Blue-Green,Deep Green-Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_tidal_blue,Army Painter,Tidal Blue,Warpaints Fanatic,Blue-Green,Deep Green-Blues,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_aquamarine,Army Painter,Aquamarine,Warpaints Fanatic,Blue-Green,Turquoises,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_deep_azure,Army Painter,Deep Azure,Warpaints Fanatic,Blue-Green,Turquoises,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_hydra_turquoise,Army Painter,Hydra Turquoise,Warpaints Fanatic,Blue-Green,Turquoises,#199BA3,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_marine_mist,Army Painter,Marine Mist,Warpaints Fanatic,Blue-Green,Turquoises,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_neptune_glow,Army Painter,Neptune Glow,Warpaints Fanatic,Blue-Green,Turquoises,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_turquoise_siren,Army Painter,Turquoise Siren,Warpaints Fanatic,Blue-Green,Turquoises,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_amulet_aqua,Army Painter,Amulet Aqua,Warpaints Fanatic,Blue-Green,Teals,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_aqua_alchemy,Army Painter,Aqua Alchemy,Warpaints Fanatic,Blue-Green,Teals,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_pharaoh_guard,Army Painter,Pharaoh Guard,Warpaints Fanatic,Blue-Green,Teals,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_scarab_green,Army Painter,Scarab Green,Warpaints Fanatic,Blue-Green,Teals,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_talisman_teal,Army Painter,Talisman Teal,Warpaints Fanatic,Blue-Green,Teals,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_temple_gate_teal,Army Painter,Temple Gate Teal,Warpaints Fanatic,Blue-Green,Teals,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_afterglow,Army Painter,Afterglow,Warpaints Fanatic,Green,Vibrant Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_electric_lime,Army Painter,Electric Lime,Warpaints Fanatic,Green,Vibrant Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_emerald_forest,Army Painter,Emerald Forest,Warpaints Fanatic,Green,Vibrant Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_leafy_green,Army Painter,Leafy Green,Warpaints Fanatic,Green,Vibrant Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_rainforest,Army Painter,Rainforest,Warpaints Fanatic,Green,Vibrant Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_vivid_volt,Army Painter,Vivid Volt,Warpaints Fanatic,Green,Vibrant Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_autumn_sage,Army Painter,Autumn Sage,Warpaints Fanatic,Green,Desaturated Cool Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_evergreen_fog,Army Painter,Evergreen Fog,Warpaints Fanatic,Green,Desaturated Cool Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_forest_faun,Army Painter,Forest Faun,Warpaints Fanatic,Green,Desaturated Cool Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_medieval_forest,Army Painter,Medieval Forest,Warpaints Fanatic,Green,Desaturated Cool Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_mossy_green,Army Painter,Mossy Green,Warpaints Fanatic,Green,Desaturated Cool Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_patagon_pine,Army Painter,Patagon Pine,Warpaints Fanatic,Green,Desaturated Cool Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_army_green,Army Painter,Army Green,Warpaints Fanatic,Green,Olive Greens,#6E7645,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_camouflage_green,Army Painter,Camouflage Green,Warpaints Fanatic,Green,Olive Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_grotesque_green,Army Painter,Grotesque Green,Warpaints Fanatic,Green,Olive Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
