paint_id,brand,paint_name,paint_type,color_family,hex,status,source_group,source_column,source_row,notes
citadel_layer_xereus_purple,Citadel,Xereus Purple,Layer,Purple,#471F5E,Active,Layer Paint Name,E,31,
citadel_layer_yriel_yellow,Citadel,Yriel Yellow,Layer,Yellow,#FFDB01,Active,Layer Paint Name,E,32,
citadel_layer_zamesi_desert,Citadel,Zamesi Desert,Layer,Brown,#DCA026,Active,Layer Paint Name,E,33,
citadel_shade_agrax_earthshade,Citadel,Agrax Earthshade,Shade,Brown,#5A543C,Active,Shade Paints Name,H,3,
citadel_shade_athonian_camoshade,Citadel,Athonian Camoshade,Shade,Green,#798C3D,Active,Shade Paints Name,H,4,
citadel_shade_berserker_bloodshade,Citadel,Berserker Bloodshade,Shade,Red,,Active,Shade Paints Name,H,5,
citadel_shade_biel_tan_green,Citadel,Biel-Tan Green,Shade,Green,#479259,Active,Shade Paints Name,H,6,
citadel_shade_carroburg_crimson,Citadel,Carroburg Crimson,Shade,Red,#9A4073,Active,Shade Paints Name,H,7,
citadel_shade_casandora_yellow,Citadel,Casandora Yellow,Shade,Yellow,#F1CB4E,Active,Shade Paints Name,H,8,
citadel_shade_coelia_greenshade,Citadel,Coelia Greenshade,Shade,Blue-Green,#4A7F79,Active,Shade Paints Name,H,9,
citadel_shade_cryptek_armourshade_gloss,Citadel,Cryptek Armourshade Gloss,Shade,Brown,,Active,Shade Paints Name,H,10,
citadel_shade_drakenhof_nightshade,Citadel,Drakenhof Nightshade,Shade,Blue,#3B5997,Active,Shade Paints Name,H,11,
citadel_shade_druchii_violet,Citadel,Druchii Violet,Shade,Purple,#6A397B,Active,Shade Paints Name,H,12,
citadel_shade_fuegan_orange,Citadel,Fuegan Orange,Shade,Orange,#AD6E38,Active,Shade Paints Name,H,13,
citadel_shade_kroak_green,Citadel,Kroak Green,Shade,Green,,Active,Shade Paints Name,H,14,
citadel_shade_mortarion_grime,Citadel,Mortarion Grime,Shade,Brown,,Active,Shade Paints Name,H,15,
citadel_shade_nuln_oil,Citadel,Nuln Oil,Shade,Black and Grey,#151203,Active,Shade Paints Name,H,16,
citadel_shade_poxwalker,Citadel,Poxwalker,Shade,Green,,Active,Shade Paints Name,H,17,
citadel_shade_reikland_fleshshade,Citadel,Reikland Fleshshade,Shade,Brown,#A34529,Active,Shade Paints Name,H,18,
citadel_shade_seraphim_sepia,Citadel,Seraphim Sepia,Shade,Brown,#BF793E,Active,Shade Paints Name,H,19,
citadel_shade_soulblight_grey,Citadel,Soulblight Grey,Shade,Black and Grey,,Active,Shade Paints Name,H,20,
citadel_shade_targor_rageshade,Citadel,Targor Rageshade,Shade,Red,,Active,Shade Paints Name,H,21,
citadel_shade_tyran_blue,Citadel,Tyran Blue,Shade,Blue,,Active,Shade Paints Name,H,22,
citadel_technical_agrellan_badland,Citadel,Agrellan Badland,Technical,Brown,#A17359,Active,Technical Paint Name,I,3,
citadel_technical_agrellan_earth,Citadel,Agrellan Earth,Technical,Brown,#92816D,Active,Technical Paint Name,I,4,
citadel_technical_ardcoat,Citadel,Ardcoat,Technical,,,Active,Technical Paint Name,I,5,
citadel_technical_armageddon_dunes,Citadel,Armageddon Dunes,Technical,Brown,#FCAF09,Discontinued,Discontinued Technical,I,26,Listed under discontinued technical section; Source suffix D
citadel_technical_armageddon_dust,Citadel,Armageddon Dust,Technical,Brown,#CBAD0D,Active,Technical Paint Name,I,6,
citadel_technical_armageddon_dust_2,Citadel,Armageddon Dust,Technical,Brown,#CBAD0D,Reformulated,Discontinued Texture/Reformulated,H,25,Listed under discontinued/reformulated texture section; Source suffix RFT
citadel_technical_astrogranite,Citadel,Astrogranite,Technical,Black and Grey,#787878,Active,Technical Paint Name,I,7,
citadel_technical_astrogranite_2,Citadel,Astrogranite,Technical,Black and Grey,#787878,Reformulated,Discontinued Texture/Reformulated,H,26,Listed under discontinued/reformulated texture section; Source suffix RFT
citadel_technical_astrogranite_debris,Citadel,Astrogranite Debris,Technical,Black and Grey,#77726E,Discontinued,Discontinued Technical,I,27,Listed under discontinued technical section; Source suffix D
citadel_technical_blackfire_earth,Citadel,Blackfire Earth,Technical,Brown,#F8902F,Discontinued Texture,Discontinued Texture/Reformulated,H,27,Listed under discontinued/reformulated texture section; Source suffix DTX
citadel_technical_blood_for_the_blood_god,Citadel,Blood For The Blood God,Technical,Red,#581011,Active,Technical Paint Name,I,8,
citadel_technical_contrast_medium,Citadel,Contrast Medium,Technical,,,Active,Technical Paint Name,I,9,
citadel_contrast_hexwraith_flame,Citadel,Contrast Medium,Contrast,Green,#00AA5C,Active,Contrast Paint Name,K,,
citadel_technical_hexwraith_flame,Citadel,Hexwraith Flame,Contrast,Green,#00AA5C,Reformulated,Technical Paint Name,I,10,Formerly Technical; current Citadel classification is Contrast.
citadel_technical_lahmian_medium,Citadel,Lahmian Medium,Technical,,,Active,Technical Paint Name,I,11,
citadel_technical_lustrian_undergrowth,Citadel,Lustrian Undergrowth,Technical,Green,#709811,Discontinued Texture,Discontinued Texture/Reformulated,H,28,Listed under discontinued/reformulated texture section; Source suffix DTX
citadel_technical_martian_ironcrust,Citadel,Martian Ironcrust,Technical,Red,#F5945D,Active,Technical Paint Name,I,12,
citadel_technical_martian_ironearth,Citadel,Martian Ironearth,Technical,Red,#935442,Discontinued,Discontinued Technical,I,28,Listed under discontinued technical section; Source suffix D
citadel_technical_mordant_earth,Citadel,Mordant Earth,Technical,Brown,,Active,Technical Paint Name,I,13,
citadel_technical_mourn_mountian_snow,Citadel,Mourn Mountian Snow,Technical,White,,Discontinued Texture,Discontinued Texture/Reformulated,H,29,Listed under discontinued/reformulated texture section; Source suffix DTX
citadel_technical_nihilakh_oxide,Citadel,Nihilakh Oxide,Technical,Green,#85B59D,Active,Technical Paint Name,I,14,
citadel_technical_nurgles_rot,Citadel,Nurgles Rot,Technical,Green,,Active,Technical Paint Name,I,15,
citadel_technical_soulstone_blue,Citadel,Soulstone Blue,Technical,Blue,#294C86,Active,Technical Paint Name,I,16,
citadel_technical_spiritstone_red,Citadel,Spiritstone Red,Technical,Red,#FD5D3D,Active,Technical Paint Name,I,17,
citadel_technical_stirland_battlemire,Citadel,Stirland Battlemire,Technical,Brown,#321905,Discontinued,Discontinued Technical,I,29,Listed under discontinued technical section; Source suffix D
citadel_technical_stirland_battlemire_2,Citadel,Stirland Battlemire,Technical,Brown,#321905,Discontinued Texture,Discontinued Texture/Reformulated,H,30,Listed under discontinued/reformulated texture section; Source suffix DT
citadel_technical_stirland_battlemire_3,Citadel,Stirland Battlemire,Technical,Brown,#321905,Reformulated,Discontinued Texture/Reformulated,H,31,Listed under discontinued/reformulated texture section; Source suffix RFT
citadel_technical_stirland_mud,Citadel,Stirland Mud,Technical,Brown,#473300,Active,Technical Paint Name,I,18,
citadel_technical_stirland_mud_2,Citadel,Stirland Mud,Technical,Brown,#473300,Reformulated,Discontinued Texture/Reformulated,H,32,Listed under discontinued/reformulated texture section; Source suffix RFT
citadel_technical_stormshield,Citadel,Stormshield,Technical,,,Active,Technical Paint Name,I,19,
citadel_technical_tesseract_glow,Citadel,Tesseract Glow,Technical,Green,,Active,Technical Paint Name,I,20,
citadel_technical_typhus_corrosion,Citadel,Typhus Corrosion,Technical,Brown,#453F31,Active,Technical Paint Name,I,21,
citadel_technical_valhallan_blizzard,Citadel,Valhallan Blizzard,Technical,White,#FDF9EE,Active,Technical Paint Name,I,22,
citadel_technical_waystone_green,Citadel,Waystone Green,Technical,Blue-Green,#018675,Active,Technical Paint Name,I,23,
